what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024685140
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024693390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024694796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024695750
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024696593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024718328
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024720218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024747156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024754578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024761109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024764250
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024767796
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1460024767828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1460024767828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024778171
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024787109
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024791265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024795203
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1460024795375
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1460024795468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1460024796734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1460024797250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024835218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024838218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1460024841343
